id,year,year_precision,country,category,event_type,claim_text,source,source_class,status,notes,verified_batch
CN-2006-2,2006,exact,China,infrastructure,completion,The Three Gorges Dam is completed as the world's largest hydroelectric power station.,PRC records; standard references,official-national,ESTABLISHED,"Dam structure completed 2006; final generating unit 2012; ~22.5 GW; large displacement and ecological costs are part of the record. Verified batch 9 (independent authority, USGS): dam body completed 2006; world's largest hydro by capacity (22,500 MW). Event/magnitude: full 22,500 MW reached 2012 when the last turbine was commissioned - noted, not asserted at 2006.",9
CN-2007-1,2007,exact,China,science,first-flight/launch,"China launches Chang'e 1, its first lunar orbiter.",Standard histories of the Chinese space program,encyclopedic,ESTABLISHED,"2007; start of a sustained lunar-exploration program. Verified batch 9: Chang'e 1, China's first lunar orbiter, launched 24 Oct 2007 - its first spacecraft beyond Earth orbit.",9
CN-2008-1,2008,exact,China,social,milestone,"China hosts the Beijing Summer Olympics, a landmark of national arrival and infrastructure.",Standard references,encyclopedic,ESTABLISHED,Aug 2008; accompanied by major transport and urban construction. Verified batch 9: Beijing hosted the Summer Olympics 8-24 Aug 2008 - China's first Olympic Games.,9
CN-2008-2,2008,exact,China,infrastructure,completion,"The Beijing-Tianjin intercity line opens, launching China's high-speed rail network.",PRC railway records; standard references,official-national,ESTABLISHED,"Aug 2008; first 350 km/h service; seed of the world's largest HSR system. Verified batch 9: opened 1 Aug 2008 at 350 km/h - mainland China's first high-speed railway, opening the world's largest HSR build-out.",9
CN-2008-3,2008,exact,China,science,milestone,Shenzhou 7 conducts China's first spacewalk.,Standard histories of the Chinese space program,encyclopedic,ESTABLISHED,"Sept 2008; Zhai Zhigang's EVA. Verified batch 9: Zhai Zhigang performed China's first spacewalk from Shenzhou 7, 26 Sep 2008.",9
CN-2010-1,2010,exact,China,governmental_economic,milestone,"China becomes the world's second-largest economy, surpassing Japan.",IMF/World Bank data,international-body,ESTABLISHED,"2010; nominal GDP; a symbolic threshold in the US-China comparison. Verified batch 9 (independent series, not PRC-only): China overtook Japan (No. 2 since 1968) as the world's second-largest economy in 2010. Nuance recorded: China led in Q2 2010, Japan edged Q3, China won the full year 2010.",9
CN-2010-2,2010,exact,China,industrial,milestone,China becomes the world's largest manufacturing nation and merchandise exporter.,UNIDO/WTO data,international-body,ESTABLISHED,"~2009-2010; overtook the US in manufacturing value added; exporter #1 from 2009. Verified batch 9 (independent international-body, UN data): China displaced the US as the world's largest manufacturing nation in 2010 (MVA ~US$2.35T in 2011).",9
CN-2013-1,2013,exact,China,science,first-flight/launch,Chang'e 3 and the Yutu rover achieve China's first soft landing on the Moon.,Standard histories of the Chinese space program,encyclopedic,ESTABLISHED,Dec 2013; first lunar soft landing by any nation since 1976. Verified batch 10: Chang'e 3 soft-landed 14 Dec 2013 with the Yutu rover - the first lunar soft landing since 1976; China the 3rd country.,10
CN-2013-2,2013,exact,China,innovation,milestone,Tianhe-2 becomes the world's fastest supercomputer.,TOP500 rankings,independent-academic,ESTABLISHED,"Ranked #1 from 2013 to 2015; a marker of China's high-performance-computing rise. Verified batch 10 (independent, TOP500): Tianhe-2 topped the TOP500 in June 2013 at 33.86 petaflops.",10
CN-2014-1,2014,exact,China,infrastructure,milestone,"China's high-speed rail network becomes the world's largest, exceeding the rest of the world combined.",PRC railway records; standard references,official-national,ESTABLISHED,"~16,000 km by 2014; the signature Chinese infrastructure achievement of the era. Verified batch 10: China operates the world's largest HSR network (crossover to world's-longest ~2013; ~48,000 km by 2024, ~two-thirds of the global total). Second anchor to CN-2008-2 (first HSR line, 2008).",10
CN-2014-2,2014,exact,China,industrial,milestone,"Alibaba's IPO becomes the largest in history to that point, marking China's internet economy on the world stage.",Standard business/financial histories,encyclopedic,ESTABLISHED,"Sept 2014, NYSE, ~$25bn. Verified batch 10: Alibaba's NYSE IPO (Sep 2014) raised ~$25B, the largest in history to that point (surpassing AgBank's $22.1B).",10
CN-2014-3,2014,range,China,innovation,milestone,"Over ~2014-2018, mobile payments (Alipay and WeChat Pay) become the dominant consumer payment method in China, largely bypassing payment cards.",Standard fintech analyses; PBoC data,independent-academic,ESTABLISHED,"~2014-2015; diffuse; anchored 2014; QR-code payments become near-universal. Verified batch 10: reshaped under Amendment 4 (cumulative adoption trajectory), filed at span-start 2014 with span stated. Independent series (CGAP/World Bank): mobile payments reached >90% of mobile transactions, dominant over cards by ~2018.",10
CN-2015-1,2015,exact,China,science,milestone,"Tu Youyou wins the Nobel Prize in Medicine for artemisinin, China's first science Nobel for work done in China.",Nobel records,international-body,ESTABLISHED,Oct 2015; recognition for the 1970s Project 523 antimalarial work. Verified batch 10: Tu Youyou won half the 2015 Nobel in Physiology or Medicine for artemisinin - the first mainland-Chinese science Nobel.,10
US-2017-1,2017,exact,US,science,invention,"Google researchers publish the Transformer architecture ('Attention Is All You Need'), the basis of modern large language models.",Standard AI/computing literature,independent-academic,ESTABLISHED,2017; underlies the generative-AI boom of the 2020s. Verified batch 10 (peer-reviewed): the 2017 Transformer paper introduced the attention-only architecture underlying modern LLMs.,10
US-2018-1,2018,exact,US,science,first-flight/launch,"SpaceX flies the Falcon Heavy, the most powerful operational rocket of its time, with reusable boosters.",SpaceX records,encyclopedic,ESTABLISHED,2018; demonstrated heavy-lift with booster recovery. Verified batch 10: Falcon Heavy first flew 6 Feb 2018 - the most powerful operational rocket at the time.,10
US-2020-1,2020,exact,US,infrastructure,commercial-deployment,"SpaceX begins deploying Starlink, the first large low-Earth-orbit satellite-internet constellation.",SpaceX records; FCC filings,encyclopedic,ESTABLISHED,"From 2020; thousands of satellites providing global broadband. Verified batch 10: Starlink's first operational batch launched May 2019, scaling through 2020 into the first large LEO broadband constellation. Deployment-start (2019) is the anchor.",10
US-2020-2,2020,exact,US,science,first-flight/launch,"SpaceX Crew Dragon flies the first commercial crewed orbital mission, restoring US human launch capability.",NASA/SpaceX records,official-national,ESTABLISHED,May 2020; first crewed orbital flight from US soil since 2011. Verified batch 10: Crew Dragon Demo-2 (30 May 2020) - first crewed orbital flight by a commercial spacecraft.,10
US-2020-3,2020,exact,US,science,commercial-deployment,The first mRNA vaccines (COVID-19) are developed and authorized at record speed.,US FDA records; standard medical literature,official-national,ESTABLISHED,"Dec 2020; Moderna (US) and Pfizer-BioNTech (US-Germany); a new vaccine platform at scale. Verified batch 10: the first mRNA vaccines (Pfizer-BioNTech, Moderna) authorized Dec 2020. Note: Pfizer-BioNTech is a US-German collaboration (BioNTech, Germany) - recorded.",10
US-2021-1,2021,exact,US,science,first-flight/launch,"NASA's Ingenuity performs the first powered, controlled flight on another planet.",NASA records,official-national,ESTABLISHED,"April 2021; first aircraft to fly on Mars. Verified batch 10: Ingenuity made the first powered, controlled flight on another planet, 19 Apr 2021.",10
US-2022-1,2022,exact,US,science,milestone,"The James Webb Space Telescope returns its first images, the most powerful space observatory ever.",NASA/ESA/CSA records,official-national,ESTABLISHED,July 2022; US-led with European and Canadian partners. Verified batch 10: JWST released its first full-colour science images 12 Jul 2022 - the largest space telescope ever.,10
US-2022-2,2022,exact,US,science,milestone,The National Ignition Facility achieves fusion ignition with net energy gain from the reaction.,US Department of Energy / LLNL records,official-national,ESTABLISHED,"Dec 2022; first laboratory fusion shot to yield more energy than the laser delivered to the target. Verified batch 10: NIF achieved fusion ignition with target-level net energy gain 5 Dec 2022 (2.05 MJ in, 3.15 MJ out). Caveat recorded: the ~300 MJ wall-plug laser draw means no net gain at plant level.",10
US-2022-3,2022,exact,US,governmental_economic,milestone,The CHIPS and Science Act commits large federal funding to reshore semiconductor manufacturing and research.,US federal statute record,official-national,ESTABLISHED,2022; industrial policy aimed at the semiconductor supply chain. Verified batch 10: the CHIPS and Science Act (signed 9 Aug 2022) committed ~$280B incl. $52.7B for semiconductors.,10
US-2022-4,2022,exact,US,governmental_economic,milestone,The Inflation Reduction Act enacts the largest US federal investment in clean energy and climate.,US federal statute record,official-national,ESTABLISHED,2022; ~$370bn in energy and climate provisions. Verified batch 10: the Inflation Reduction Act (signed 16 Aug 2022) directed ~$369B to clean energy/climate - the largest US federal climate investment.,10
US-2022-5,2022,exact,US,innovation,commercial-deployment,"OpenAI releases ChatGPT, triggering mass adoption of generative AI.",Standard business/computing histories,encyclopedic,ESTABLISHED,"Nov 2022; fastest-growing consumer application of its time; GPT-4 followed 2023. Verified batch 10 (AI-hype discipline): anchored to the datable release (30 Nov 2022) and INDEPENDENTLY-measured adoption (~100M users by Jan 2023, fastest consumer app ever), not to 'breakthrough' framing.",10
US-2024-1,2024,exact,US,science,milestone,"SpaceX catches a returning Starship booster with its launch tower, a step toward rapid full reuse.",SpaceX records,encyclopedic,ESTABLISHED,"2024; 'chopsticks' catch of the Super Heavy booster. Verified batch 10: SpaceX caught a returning Super Heavy booster with the launch-tower arms on Starship Flight 5, 13 Oct 2024 - a world first.",10
US-2024-2,2024,exact,US,industrial,milestone,"Nvidia's AI accelerators drive it to briefly become the world's most valuable company, marking US dominance in AI hardware.",Standard financial/business reporting,journalistic,ESTABLISHED,"2024; the AI-compute build-out; US firms lead advanced AI chips and models. Verified batch 10 (market data): Nvidia's AI accelerators drove it to briefly become the world's most valuable company (~$3.3T) in Jun 2024, past Microsoft and Apple.",10
CN-2016-1,2016,exact,China,science,first-flight/launch,"China launches Micius, the world's first quantum-communications satellite.",Standard physics literature; PRC records,independent-academic,ESTABLISHED,"Aug 2016; demonstrated satellite-based quantum key distribution and entanglement, a world first. Verified batch 10: Micius (QUESS) launched Aug 2016 - the world's first quantum-communications satellite.",10
CN-2016-2,2016,exact,China,science,completion,"China completes FAST, the world's largest single-dish radio telescope.",Standard references; PRC records,encyclopedic,ESTABLISHED,"2016; 500 m aperture; a frontier astronomy instrument. Verified batch 10: FAST completed 3 Jul 2016 - the world's largest single-dish radio telescope (500 m), surpassing Arecibo.",10
CN-2017-1,2017,exact,China,innovation,first-flight/launch,"China's C919, its first domestically developed large passenger jet, makes its maiden flight.",Standard aviation references; COMAC records,encyclopedic,ESTABLISHED,"May 2017; entered commercial service 2023; challenges the Airbus/Boeing duopoly (with foreign components noted). Verified batch 10: C919, China's first domestically developed large passenger jet, first flew 5 May 2017 (commercial service 2023). Anchor = first flight 2017.",10
CN-2018-1,2018,exact,China,infrastructure,completion,The Hong Kong-Zhuhai-Macau Bridge opens as the world's longest sea-crossing.,PRC records; standard references,official-national,ESTABLISHED,Oct 2018; ~55 km bridge-tunnel across the Pearl River estuary. Verified batch 10: the 55-km Hong Kong-Zhuhai-Macau Bridge opened 24 Oct 2018 - the world's longest sea-crossing.,10
CN-2019-1,2019,exact,China,science,first-flight/launch,Chang'e 4 makes the first-ever soft landing on the far side of the Moon.,Standard histories of the Chinese space program,encyclopedic,ESTABLISHED,"Jan 2019; a genuine world first in lunar exploration. Verified batch 10: Chang'e 4 made the first-ever soft landing on the Moon's far side, 3 Jan 2019 (Yutu-2 rover).",10
CN-2019-2,2019,exact,China,infrastructure,commercial-deployment,China begins commercial 5G and builds the world's largest 5G network.,ITU data; PRC records,international-body,ESTABLISHED,2019 onward; majority of the world's 5G base stations within a few years. Verified batch 10: China's carriers launched commercial 5G 31 Oct 2019; the network became the world's largest (independently reported). Launch is the anchor; scale is later/independently measured.,10
CN-2020-1,2020,exact,China,social,milestone,"China declares the elimination of extreme rural poverty, lifting the last counties above its poverty line.",PRC official records; World Bank commentary,official-national,ESTABLISHED,"Declared 2020-2021; official and definition-dependent (China's rural line differs from World Bank thresholds), but corroborated as a very large reduction. Verified batch 10 as an EVENT with a DATA-INTEGRITY caveat: the 2020 declaration is real and independently reported. MAGNITUDE (both shown, not adjudicated): measured by China's national rural-poverty line (~$2.30/day PPP), low vs World Bank higher-income lines that still show residual poverty; the World Bank (Raiser) acknowledged the achievement but questioned sustainability/cost (~$800B); Brookings/CSIS note the line's stringency.",10
CN-2020-2,2020,exact,China,science,first-flight/launch,"Chang'e 5 returns lunar samples to Earth, the first sample return since 1976.",Standard histories of the Chinese space program,encyclopedic,ESTABLISHED,"Dec 2020; ~1.7 kg of lunar material. Verified batch 10: Chang'e 5 returned ~1,731 g of lunar samples 17 Dec 2020 - the first sample return since 1976; China the 3rd country.",10
CN-2020-3,2020,exact,China,infrastructure,completion,"China completes the BeiDou-3 global satellite navigation system, an independent alternative to GPS.",PRC records; standard references,official-national,ESTABLISHED,"2020; global positioning coverage. Verified batch 10: BeiDou-3 completed 23 Jun 2020 - China's global satellite-navigation system, the 3rd such system.",10
CN-2021-1,2021,exact,China,science,first-flight/launch,China's Tianwen-1 mission lands the Zhurong rover on Mars.,Standard histories of the Chinese space program,encyclopedic,ESTABLISHED,"May 2021; second nation to operate a rover on Mars. Verified batch 10: Tianwen-1's Zhurong rover landed on Mars 14-15 May 2021 - China orbited, landed and roved on a debut Mars mission.",10
CN-2022-1,2022,exact,China,science,completion,China completes the Tiangong space station in orbit.,Standard histories of the Chinese space program,encyclopedic,ESTABLISHED,"Core module 2021; three-module station completed 2022; a crewed national space station. Verified batch 10: Tiangong's three-module T-shaped station completed late 2022 (Mengtian, Oct 2022).",10
CN-2023-1,2023,exact,China,industrial,milestone,"China becomes the world's largest motor-vehicle exporter, led by electric vehicles.",Standard trade data; industry reports,international-body,ESTABLISHED,2023; surpassed Japan; BYD and others drive an EV-led export surge. Verified batch 10 with a CONFLICTING-FIGURES caveat (both shown): China led global vehicle exports in 2023 by CAAM/JAMA (China ~4.91-5.22M vs Japan ~4.42M) and clearly in passenger cars; Japanese customs data (Japan ~5.97M total vehicles) dispute the total-vehicle lead.,10
CN-2024-1,2024,exact,China,science,first-flight/launch,Chang'e 6 returns the first samples ever collected from the far side of the Moon.,Standard histories of the Chinese space program,encyclopedic,ESTABLISHED,"June 2024; another world first in lunar exploration. Verified batch 10: Chang'e 6 returned the first-ever samples from the Moon's far side, 25 Jun 2024.",10
CN-2025-1,2025,exact,China,innovation,commercial-deployment,"DeepSeek releases a competitive large language model at a fraction of typical training cost, jolting the global AI industry.",Standard technology reporting,journalistic,ESTABLISHED,"Jan 2025; signaled China's fast-following capability in frontier AI at low cost. Verified batch 10 (AI-hype + recency discipline): anchored to the datable release (DeepSeek-R1, 20 Jan 2025, open-weight MIT) and INDEPENDENT benchmark corroboration (matched OpenAI o1 on AIME/MATH-500/SWE-bench per independent evals; the late-Jan 2025 market reaction is a further external signpost). ~18 months of independent scrutiny exist - not 'too recent'.",10
CN-1987-1,1987,exact,China,innovation,founding,"Huawei is founded in Shenzhen, later becoming the world's largest telecommunications-equipment maker and a 5G leader.",Standard business histories,encyclopedic,ESTABLISHED,"Founding anchored to 1987; also a top global smartphone maker; later central to US-China tech tensions (part of the record). Added in the v0.2 country-blind recode as a previously-omitted innovation row. Verified batch 7: Huawei founded 1987 in Shenzhen (Ren Zhengfei); began as a PBX-switch importer, later the world's largest telecom-equipment maker.",7
CN-1995-1,1995,exact,China,innovation,founding,"BYD is founded, later becoming the world's largest manufacturer of electric and new-energy vehicles.",Standard business histories,encyclopedic,ESTABLISHED,"Founded 1995 as a battery maker; entered autos 2003; overtook Tesla in quarterly battery-EV sales in 2023. Added in the v0.2 recode as a previously-omitted innovation row. Verified batch 8: BYD founded 10 Feb 1995 in Shenzhen (Wang Chuanfu), initially rechargeable batteries.",8
CN-2006-3,2006,exact,China,innovation,founding,"DJI is founded, later dominating the global consumer and commercial drone market.",Standard business histories,encyclopedic,ESTABLISHED,"Founded 2006; grew to an estimated majority share of the world consumer-drone market. Added in the v0.2 recode as a previously-omitted innovation row. Verified batch 9: DJI founded 2006 (Frank Wang). Market dominance (~70% global) corroborated by INDEPENDENT trade-press (Forbes), not DJI IR; private firm (state-investor-backed, like peers). Founding is the anchor; dominance is later and independently measured.",9
CN-2011-1,2011,exact,China,innovation,founding,"CATL is founded, later becoming the world's largest maker of electric-vehicle batteries.",Standard business histories; industry data,encyclopedic,ESTABLISHED,"Founded 2011; world's largest EV-battery supplier by installed capacity within roughly a decade. Added in the v0.2 recode as a previously-omitted innovation row. Verified batch 10: CATL founded 2011; world's largest EV-battery maker (~38% global share). Founding is the anchor; dominance from independent market data, not IR.",10
CN-2012-1,2012,exact,China,innovation,founding,"ByteDance is founded, later creating Douyin/TikTok, the first Chinese consumer-internet platform to reach mass global scale.",Standard business histories,encyclopedic,ESTABLISHED,"Founded 2012; TikTok launched internationally ~2017; AI-driven recommendation; subject to data and geopolitical disputes abroad (part of the record). Added in the v0.2 recode as a previously-omitted innovation row. Verified batch 10: ByteDance founded Mar 2012; Douyin 2016, TikTok 2017.",10
CN-1999-2,1999,exact,China,innovation,founding,"BGI (Beijing Genomics Institute) is founded, later among the world's largest genome-sequencing organizations.",Standard business/science histories,encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation. Anchored to founding (1999); its later work includes China's ~1% share of the Human Genome Project, a separate completion anchor (see CN-2003-2). Verified batch 8: BGI founded 9 Sep 1999 (originally under the Chinese Academy of Sciences); joined the Human Genome Project (1% share).",8
CN-1999-3,1999,exact,China,innovation,founding,"iFlytek is founded, a leading Chinese speech-recognition and AI company.",Standard business histories,encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation. Anchored to founding (1999). Some reporting links its voice/AI technology to state surveillance programs (recorded for completeness; notability is not endorsement). Verified batch 8: iFlytek founded 1999 in Hefei, Anhui (USTC founders); China's leading speech-recognition firm.",8
CN-2001-3,2001,exact,China,innovation,founding,"Hikvision is founded, growing into the world's largest maker of video-surveillance equipment.",Standard business histories,encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation. Anchored to founding (2001). Its equipment is widely used in state surveillance, including in Xinjiang, and it has been sanctioned or blacklisted by several governments on human-rights grounds. Recorded for notability; notability is not endorsement. Verified batch 8: Hikvision founded Nov 2001 in Hangzhou, spun off from the state-owned CETC 52nd Research Institute (founding-date fact; state linkage noted); later the world's largest video-surveillance supplier.",8
CN-2010-3,2010,exact,China,innovation,founding,"Xiaomi is founded, later a top-tier global smartphone and consumer-electronics / IoT maker.",Standard business histories,encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation. Anchored to founding (2010). Verified batch 9: Xiaomi founded Apr 2010 (Lei Jun). Founding is the anchor; 'top-tier global smartphone maker' is a later, independently-reported development.",9
CN-2014-4,2014,exact,China,innovation,founding,"NIO is founded, a premium Chinese electric-vehicle maker.",Standard business histories,encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation. Anchored to founding (2014); part of China's EV cluster alongside BYD (CN-1995-1) and CATL (CN-2011-1). Verified batch 10: NIO founded Nov 2014 (William Li); premium Chinese EV maker, NYSE IPO 2018.",10
CN-2014-5,2014,exact,China,innovation,founding,"SenseTime is founded, a leading Chinese computer-vision and AI company.",Standard business histories,encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation. Anchored to founding (2014). Its facial-recognition technology is used in state surveillance and it has faced foreign sanctions on human-rights grounds. Recorded for notability; notability is not endorsement. Verified batch 10: SenseTime founded Oct 2014 (Tang Xiaoou, CUHK); computer-vision/deep-learning firm.",10
CN-2016-3,2016,exact,China,science,first-flight/launch,"China's Long March 5 heavy-lift rocket makes its maiden flight, enabling later space-station, lunar-sample, and Mars missions.",Standard histories of the Chinese space program,encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation. Anchored to first-flight/launch (Nov 2016). Verified batch 10: Long March 5 heavy-lift rocket's successful maiden flight, 3 Nov 2016.",10
CN-2019-3,2019,exact,China,infrastructure,completion,"Beijing Daxing International Airport opens, among the world's largest single-terminal airports.",Standard references; PRC records,encyclopedic,ESTABLISHED,Provenance: author-sheet-via-crossvalidation. Anchored to completion/opening (Sept 2019). Verified batch 10: Beijing Daxing opened 25 Sep 2019 with among the world's largest single terminals.,10
CN-2019-4,2019,exact,China,innovation,commercial-deployment,"Huawei releases HarmonyOS (2019), its own operating system; early versions were AOSP-compatible, and a fully Android-independent version, HarmonyOS NEXT, followed in 2024.",Standard business/technology histories,encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation. Anchored to commercial-deployment (2019). Developed after US sanctions cut Huawei off from Google/Android services (part of the record). Verified batch 10 with a CLAIM CORRECTION: HarmonyOS launched Aug 2019, but independent sources note early versions were AOSP-based; full Android-independence came only with HarmonyOS NEXT (2024). The 'independent OS' framing was Huawei PR true only of the 2024 version - claim reworded to match (AI-era/corporate discipline).",10
US-1958-4,1958,exact,US,governmental_economic,founding,"The Defense Advanced Research Projects Agency (ARPA/DARPA) is established, seeding foundational US technologies (packet networking, GPS, stealth, autonomy).",US federal records; standard S&T histories,official-national,ESTABLISHED,Provenance: author-sheet-via-crossvalidation (US pass). Peer research institution to NASA (US-1958-1).,4
US-1968-1,1968,exact,US,innovation,founding,"Intel is founded, the company that would commercialize the microprocessor and lead the semiconductor industry.",Standard business/computing histories,encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation (US pass). Founding anchor, parallel to Apple's founding row (US-1976-1); distinct from Intel's product rows (4004, US-1971-1; Pentium, US-1993-2).",4
US-1971-4,1971,exact,US,innovation,founding,"FedEx is founded, pioneering the hub-and-spoke overnight-delivery logistics industry.",Standard business histories,encyclopedic,ESTABLISHED,Provenance: author-sheet-via-crossvalidation (US pass).,5
US-1972-2,1972,exact,US,innovation,founding,"Atari is founded and releases Pong, launching the commercial video-game industry.",Standard histories of the video-game industry,encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation (US pass). Two-anchor: the 1972 industry birth, distinct from the Atari 2600 home console (US-1977-2, commercial-deployment 1977).",5
US-1972-3,1972,exact,US,innovation,invention,"Dennis Ritchie creates the C programming language at Bell Labs, a foundational systems-programming language.",Standard computing histories,encyclopedic,ESTABLISHED,Provenance: author-sheet-via-crossvalidation (US pass). Pairs with Unix (US-1969-3); underlies most later software.,5
US-1976-3,1976,exact,US,innovation,founding,"Genentech is founded, the first biotechnology company, launching the industry.",Standard business/biotech histories,encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation (US pass). Two-anchor: the 1976 industry birth, distinct from the 1980 Bayh-Dole + Genentech IPO milestone (US-1980-1). Verified batch 6: Genentech founded 7 Apr 1976 (Swanson & Boyer) - regarded as the first biotechnology company.",6
US-1977-3,1977,exact,US,science,invention,"The first whole-body MRI scan is performed, launching magnetic-resonance medical imaging.",Standard histories of medicine; Nobel records (2003),encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation (US pass). US-attributed (Damadian's 1977 first human scan; Lauterbur's imaging method); the field is US/UK-shared (Mansfield, UK, shared the 2003 Nobel) - anchored to the 1977 US first-scan invention. Verified batch 6: first whole-body human MRI (the 'Indomitable'), 3 Jul 1977 (Damadian). NOTE the 2003 Nobel for MRI went to Lauterbur & Mansfield; this row anchors the first whole-body human image specifically.",6
US-1984-2,1984,exact,US,innovation,founding,"Cisco Systems is founded, becoming the dominant vendor of internet-networking equipment.",Standard business histories,encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation (US pass). Verified batch 7: Cisco founded 10 Dec 1984 (Bosack & Lerner, Stanford); shipped its first TCP/IP router in 1986.",7
US-1988-2,1988,exact,US,innovation,commercial-deployment,"The first commercial 3D printer (stereolithography) ships, launching additive manufacturing.",Standard histories of manufacturing technology,encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation (US pass). Chuck Hull invented stereolithography (patent 1986); anchored to the 1988 first commercial system. Weakest of the US additions (additive manufacturing is notable but not economy-transforming) - flagged for review. Verified batch 7: 3D Systems' SLA-1 (stereolithography) - introduced 1987, commercially available/sold 1988 (Chuck Hull). Row anchors first commercial availability (1988).",7
US-2008-3,2008,exact,US,innovation,commercial-deployment,"Google's Android launches, becoming the world's dominant mobile operating system.",Standard computing/business histories,encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation (US pass). Android Inc founded 2003 (the author's date), acquired by Google 2005; anchored to the 2008 first commercial release. Symmetric analog to HarmonyOS (CN-2019-4). Verified batch 9: Android's first phone (HTC Dream/T-Mobile G1) launched Sep-Oct 2008. Event/magnitude: 'world's dominant mobile OS' came LATER (~2011), independently measured (StatCounter/IDC) - the 2008 launch is the anchor.",9
CN-2011-2,2011,exact,China,science,first-flight/launch,"China launches Tiangong-1, its first space laboratory and orbital docking target.",Standard histories of the Chinese space program,encyclopedic,ESTABLISHED,"Provenance: author-sheet-via-crossvalidation (§D two-anchor sweep). Two-anchor: the 2011 first space lab (and first Chinese orbital dockings, 2011-2012), distinct from the completed Tiangong station (CN-2022-1, completion 2022). Verified batch 10: Tiangong-1, China's first space laboratory, launched 29 Sep 2011.",10
CN-1930-2,1930,exact,China,governmental_economic,milestone,"China completes the restoration of tariff autonomy as the last major power accedes, ending foreign control over Chinese customs tariff rates.",Standard diplomatic/economic histories of Republican China,encyclopedic,ESTABLISHED,"Provenance: verification-batch-1-proposal, author-approved. Anchor: completion of the 1928-1930 tariff-autonomy treaty sequence, dated to 1930 when Japan (the last major power) acceded; anchor to be confirmed at verification. Queues for its chronological batch.",2
CN-1931-1,1931,exact,China,social,founding,"Liang Shuming establishes the Shandong Rural Reconstruction Institute at Zouping, a landmark rural-reconstruction and mass-education experiment.",Standard histories of Republican-era rural reconstruction,independent-academic,ESTABLISHED,"Provenance: verification-batch-1-proposal, author-approved. Converts the diffuse Ding County row (CN-1929-2, removed) into an anchored reformulation (institute founded 1931). Queues for verification.",2
CN-1933-1,1933,exact,China,governmental_economic,milestone,"China's 'abolish the tael, adopt the yuan' reform standardizes the silver dollar (yuan) as the national monetary unit, replacing the tael.",Standard economic histories of Republican China,encyclopedic,ESTABLISHED,"Provenance: verification-batch-1-proposal, author-approved. The datable 1933 precursor to the 1935 fabi reform (CN-1935-1). Queues for verification.",2
CN-1936-1,1936,exact,China,infrastructure,completion,"The Canton-Hankow (Yuehan) Railway is completed, linking Guangzhou to Wuhan as a major north-south trunk line.",Standard histories of Chinese railways,encyclopedic,ESTABLISHED,"Provenance: verification-batch-1-proposal, author-approved. Anchored reformulation superseding the diffuse 'Nanjing-decade infrastructure' row (CN-1934-1, removed); narrows to the era's flagship datable railway completion. Queues for verification.",2
CN-1938-3,1938,exact,China,infrastructure,completion,"The Yunnan section of the Burma Road (Kunming to Wanting at the Burmese border, ~960 km), built by an estimated 200,000 Chinese laborers under Nationalist direction, opens to motor traffic in 1938.",Standard histories of the China-Burma-India theater,encyclopedic,ESTABLISHED,"Provenance: verification-batch-2-proposal, author-approved; NARROWED per batch-3 ruling to the Chinese-built Yunnan section (Kunming-Wanting). Anchor = opened-to-motor-traffic 1938 (trucks began moving cargo into China in 1938); formal/full completion is sometimes dated 1939 (recorded alternative). The fuller Kunming-Lashio road was a joint China-Burma effort (British/American engineering; Burmese labor on the Burma side); this row is the Yunnan section specifically. The ~200,000-laborer figure is commonly cited for the Chinese-built sections (some sources lump Chinese and Burmese labor).",3
CN-1956-3,1956,exact,China,social,milestone,"China's State Council promulgates the first Scheme for Simplifying Chinese Characters (515 simplified characters plus 54 radicals), a mass-literacy language reform.",Standard histories of Chinese language reform,encyclopedic,ESTABLISHED,"Provenance: verification-batch-3-proposal, author-approved. Promulgated 31 Jan 1956; first list in use 1 Feb 1956. Distinct from Hanyu Pinyin (CN-1958-1). Queues for verification.",4
US-1957-1,1957,exact,US,infrastructure,completion,The Shippingport Atomic Power Station begins operation as the first full-scale commercial nuclear power plant in the United States.,Standard histories of US nuclear power,encyclopedic,ESTABLISHED,"Provenance: verification-batch-3-proposal, author-approved. First criticality 2 Dec 1957; grid power Dec 1957. Queues for verification.",4
